,MS SubClass,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,Central Air,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Open Porch SF,Misc Feature,Sale Type,House Age,Remod Age,SalePrice
1122,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,Plywood,Wd Sdng,BrkFace,3,CBlock,4,1675.0,GasA,Y,1688.0,1688.0,2.0,4,6.0,1.0,5,Attchd,2,2.0,528.0,48.0,None,WD ,20.0,20.0,226500.0
1123,20,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,HdBoard,HdBoard,None,2,PConc,4,1300.0,GasA,Y,1341.0,1341.0,1.0,3,5.0,1.0,1,Attchd,1,2.0,506.0,0.0,None,WD ,20.0,20.0,171500.0
1124,80,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,SLvl,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,911.0,GasA,Y,954.0,954.0,1.0,2,6.0,0.0,0,Detchd,1,2.0,576.0,0.0,None,WD ,30.0,30.0,132500.0
1125,90,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,3.0,Gable,CompShg,Stucco,Stucco,BrkFace,2,Slab,0,0.0,Wall,N,1040.0,1040.0,2.0,2,6.0,0.0,0,Detchd,1,2.0,400.0,0.0,None,WD ,57.0,56.0,87500.0
1126,60,FV,Pave,None,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,2,PConc,3,858.0,GasA,Y,872.0,1789.0,2.0,2,7.0,1.0,3,Attchd,3,2.0,546.0,0.0,None,WD ,7.0,7.0,223000.0
1127,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,3,1319.0,GasA,Y,1537.0,1537.0,1.0,3,7.0,1.0,4,Attchd,2,2.0,462.0,36.0,None,COD,46.0,3.0,174000.0
1128,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,MetalSd,MetalSd,None,2,CBlock,3,884.0,GasA,Y,884.0,884.0,1.0,2,4.0,0.0,0,Attchd,3,1.0,270.0,0.0,None,WD ,55.0,15.0,142000.0
1129,20,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1489.0,GasA,Y,1489.0,1489.0,2.0,3,7.0,1.0,4,Attchd,2,2.0,776.0,140.0,None,New,0.0,0.0,232600.0
1130,20,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1040.0,GasA,Y,1309.0,1309.0,1.0,3,5.0,1.0,2,Attchd,2,2.0,484.0,0.0,None,WD ,32.0,7.0,181000.0
1131,160,RM,Pave,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,6.0,Gable,CompShg,CemntBd,CmentBd,None,2,CBlock,4,942.0,GasA,Y,1291.0,2521.0,2.0,2,10.0,1.0,4,Attchd,3,2.0,576.0,20.0,None,WD ,33.0,33.0,151400.0
1133,60,RL,Pave,None,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,4,980.0,GasA,Y,980.0,1714.0,2.0,2,7.0,1.0,3,Attchd,1,2.0,496.0,66.0,Shed,WD ,22.0,22.0,196500.0
1134,75,RM,Pave,Grvl,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,PConc,3,819.0,GasA,Y,1312.0,2454.0,2.0,2,8.0,1.0,4,Attchd,1,2.0,576.0,148.0,None,WD ,128.0,20.0,185000.0
1135,20,RL,Pave,None,Lvl,Inside,NWAmes,Feedr,Norm,1Fam,1Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1216.0,GasA,Y,1216.0,1216.0,1.0,2,5.0,0.0,0,Attchd,1,1.0,336.0,0.0,None,WD ,40.0,40.0,113000.0
1136,20,RL,Pave,None,HLS,Inside,StoneBr,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,PConc,4,1419.0,GasA,Y,1419.0,1419.0,2.0,3,7.0,1.0,4,Attchd,2,2.0,567.0,0.0,None,New,0.0,0.0,392000.0
1137,90,RL,Pave,None,Lvl,CulDSac,Edwards,Norm,Norm,Duplex,SFoyer,6.0,Flat,Tar&Grv,WdShing,Plywood,BrkFace,2,CBlock,4,945.0,GasA,Y,980.0,980.0,2.0,2,4.0,0.0,0,None,0,0.0,0.0,0.0,None,WD ,31.0,31.0,127500.0
1139,60,FV,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1158.0,GasA,Y,1158.0,2443.0,2.0,3,9.0,1.0,4,BuiltIn,2,3.0,744.0,127.0,None,WD ,3.0,3.0,265000.0
1141,75,RM,Pave,None,Lvl,Inside,OldTown,Artery,PosA,1Fam,2.5Unf,10.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,4,BrkTil,3,1237.0,GasA,Y,1521.0,2775.0,3.0,3,9.0,1.0,4,Detchd,1,2.0,880.0,502.0,None,WD ,115.0,8.0,325000.0
1142,20,RL,Pave,None,Low,Inside,Veenker,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,CBlock,4,2014.0,GasA,Y,2014.0,2014.0,2.0,3,6.0,2.0,4,Attchd,2,3.0,864.0,0.0,None,WD ,29.0,29.0,275000.0
1143,60,RL,Pave,None,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1203.0,GasA,Y,1214.0,2520.0,2.0,3,9.0,1.0,3,Attchd,2,3.0,721.0,114.0,None,WD ,12.0,12.0,290000.0
1144,20,RL,Pave,None,Lvl,CulDSac,Sawyer,RRNe,Norm,1Fam,1Story,6.0,Hip,CompShg,Plywood,Plywood,BrkCmn,2,CBlock,3,1208.0,GasA,Y,1494.0,1494.0,2.0,2,7.0,2.0,2,Attchd,3,2.0,461.0,0.0,None,WD ,36.0,8.0,169000.0
1145,30,RM,Pave,None,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Shng,None,2,CBlock,3,616.0,GasA,Y,616.0,616.0,1.0,2,4.0,0.0,0,Detchd,1,1.0,205.0,0.0,None,WD ,85.0,56.0,89000.0
1146,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,789.0,GasA,Y,789.0,1465.0,2.0,2,7.0,1.0,4,Attchd,3,2.0,393.0,75.0,None,WD ,12.0,12.0,180400.0
1147,20,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,3206.0,GasA,Y,1629.0,1629.0,2.0,3,7.0,1.0,4,Attchd,2,3.0,880.0,0.0,None,WD ,6.0,5.0,284000.0
1148,20,RL,Pave,None,Lvl,Inside,NAmes,Feedr,Norm,1Fam,1Story,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,2,CBlock,3,912.0,GasA,Y,912.0,912.0,1.0,2,5.0,0.0,0,Attchd,2,1.0,275.0,0.0,None,COD,49.0,49.0,114500.0
1149,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1552.0,GasA,Y,1552.0,1552.0,2.0,3,7.0,0.0,0,Attchd,2,3.0,782.0,20.0,None,New,1.0,0.0,212900.0
1150,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1413.0,GasA,Y,1430.0,1430.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,605.0,33.0,None,WD ,8.0,7.0,187100.0
1151,160,FV,Pave,Pave,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,PConc,4,729.0,GasA,Y,729.0,1458.0,2.0,2,5.0,1.0,2,Detchd,1,2.0,440.0,32.0,None,WD ,8.0,8.0,176000.0
1152,20,RL,Pave,None,Lvl,CulDSac,Crawfor,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,HdBoard,BrkFace,None,2,PConc,4,1488.0,GasA,Y,1488.0,1488.0,2.0,2,7.0,2.0,4,Attchd,2,2.0,552.0,0.0,None,CWD,39.0,39.0,215000.0
1153,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,770.0,GasA,Y,770.0,1582.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,520.0,45.0,None,WD ,4.0,4.0,185900.0
1154,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,HdBoard,Plywood,None,2,CBlock,3,864.0,GasA,Y,864.0,864.0,1.0,3,5.0,0.0,0,Detchd,1,2.0,660.0,0.0,Shed,WD ,39.0,39.0,120500.0
1155,60,RL,Pave,None,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,732.0,GasA,Y,734.0,1838.0,2.0,2,7.0,1.0,4,BuiltIn,3,2.0,372.0,40.0,None,WD ,1.0,1.0,192140.0
1156,20,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,3,CBlock,3,816.0,GasA,Y,816.0,816.0,1.0,3,5.0,1.0,5,Attchd,1,1.0,264.0,0.0,None,WD ,26.0,0.0,130500.0
1157,50,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,4.0,Gable,CompShg,WdShing,Wd Shng,None,2,Slab,0,0.0,Wall,N,1088.0,1529.0,2.0,2,9.0,0.0,0,Detchd,1,1.0,240.0,0.0,None,WD ,64.0,59.0,98000.0
1158,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,9.0,Hip,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,2271.0,GasA,Y,2276.0,2276.0,2.0,4,7.0,2.0,4,Attchd,2,3.0,1348.0,0.0,None,WD ,0.0,0.0,475000.0
1159,30,RM,Pave,None,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,2,961.0,GasA,Y,1077.0,1077.0,1.0,2,6.0,0.0,0,Detchd,1,1.0,338.0,0.0,None,WD ,87.0,57.0,67000.0
1160,60,RL,Pave,None,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8.0,Gable,CompShg,VinylSd,VinylSd,Stone,3,PConc,5,1582.0,GasA,Y,1610.0,2161.0,1.0,4,8.0,1.0,4,Attchd,3,3.0,789.0,120.0,None,New,0.0,0.0,325624.0
1161,20,RL,Pave,None,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1409.0,GasA,Y,1409.0,1409.0,1.0,3,4.0,1.0,4,Attchd,2,2.0,576.0,144.0,None,WD ,5.0,5.0,245000.0
1162,20,RL,Pave,None,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,3,1114.0,GasA,Y,1114.0,1114.0,1.0,3,6.0,0.0,0,Detchd,1,2.0,576.0,102.0,None,WD ,4.0,4.0,159000.0
1163,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1073.0,GasA,Y,1073.0,1073.0,1.0,2,6.0,0.0,0,Attchd,2,2.0,515.0,0.0,None,WD ,42.0,42.0,156000.0
1165,20,RL,Pave,None,Lvl,CulDSac,Veenker,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,Plywood,Plywood,None,2,PConc,4,1232.0,GasA,Y,1232.0,1232.0,2.0,2,6.0,0.0,0,Attchd,1,2.0,516.0,0.0,None,WD ,24.0,24.0,162500.0
1166,90,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,Duplex,SFoyer,6.0,Gable,CompShg,HdBoard,HdBoard,None,3,PConc,4,1344.0,GasA,Y,1440.0,1440.0,2.0,3,8.0,0.0,0,Attchd,1,4.0,920.0,0.0,None,WD ,13.0,13.0,224500.0
1167,20,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,6.0,Hip,CompShg,AsbShng,AsbShng,BrkFace,2,CBlock,3,1488.0,GasA,Y,1488.0,1488.0,2.0,2,6.0,1.0,3,Attchd,2,2.0,738.0,0.0,None,WD ,58.0,58.0,133000.0
1168,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,783.0,GasA,Y,807.0,1509.0,2.0,3,8.0,1.0,4,Attchd,3,2.0,393.0,75.0,None,WD ,3.0,3.0,180000.0
1169,20,RL,Pave,None,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,Plywood,None,2,CBlock,3,845.0,GasA,Y,845.0,845.0,1.0,3,6.0,0.0,0,Attchd,1,1.0,264.0,0.0,None,WD ,26.0,3.0,134500.0
1170,60,RL,Pave,None,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,10.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,4,PConc,5,1410.0,GasA,Y,1426.0,2945.0,3.0,3,10.0,1.0,4,BuiltIn,3,3.0,641.0,0.0,None,New,0.0,0.0,438780.0
1172,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,892.0,GasA,Y,892.0,892.0,1.0,2,5.0,0.0,0,Attchd,2,1.0,288.0,0.0,None,WD ,42.0,42.0,100000.0
1173,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,3,1329.0,GasA,Y,1329.0,1329.0,1.0,2,5.0,2.0,4,Attchd,1,2.0,441.0,0.0,None,WD ,49.0,49.0,176000.0
1175,120,RL,Pave,None,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1373.0,GasA,Y,1555.0,1555.0,2.0,3,7.0,1.0,3,Attchd,3,3.0,660.0,20.0,None,WD ,2.0,2.0,174000.0
1176,50,RM,Pave,None,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,Stucco,Stucco,None,2,PConc,3,768.0,GasA,Y,788.0,1236.0,2.0,2,6.0,1.0,4,Detchd,1,1.0,384.0,0.0,None,WD ,83.0,58.0,127000.0
1177,60,RL,Pave,None,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,4,831.0,GasA,Y,873.0,1651.0,2.0,2,7.0,1.0,3,BuiltIn,3,2.0,450.0,103.0,None,WD ,9.0,9.0,185900.0
1178,30,RM,Pave,None,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,BrkTil,2,190.0,GasA,Y,886.0,886.0,1.0,2,4.0,0.0,0,Attchd,1,1.0,273.0,20.0,None,WD ,71.0,13.0,91300.0
1179,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1682.0,GasA,Y,1700.0,1700.0,2.0,3,7.0,0.0,0,Attchd,2,2.0,544.0,23.0,None,WD ,3.0,3.0,200000.0
1180,50,RL,Pave,None,Lvl,Inside,NAmes,Artery,Norm,1Fam,1.5Fin,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1040.0,GasA,Y,1168.0,1846.0,2.0,2,7.0,1.0,4,Attchd,1,1.0,315.0,0.0,None,WD ,58.0,57.0,143000.0
1181,50,RL,Pave,None,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,MetalSd,MetalSd,None,3,CBlock,3,1052.0,GasA,Y,1252.0,1920.0,2.0,3,8.0,1.0,4,Attchd,1,2.0,451.0,0.0,None,WD ,48.0,48.0,172500.0
1182,20,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,VinylSd,VinylSd,Stone,2,CBlock,3,1088.0,GasA,Y,1088.0,1088.0,1.0,2,4.0,0.0,0,Detchd,1,2.0,520.0,0.0,None,COD,44.0,44.0,110000.0
1183,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1040.0,GasA,Y,1362.0,1362.0,1.0,2,6.0,1.0,4,Attchd,2,3.0,768.0,0.0,None,WD ,52.0,52.0,140000.0
1184,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1314.0,GasA,Y,1314.0,1314.0,2.0,3,6.0,1.0,4,Attchd,2,2.0,440.0,22.0,None,WD ,1.0,1.0,176432.0
1185,20,RL,Pave,None,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,4,1278.0,GasA,Y,1294.0,1294.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,496.0,51.0,None,WD ,17.0,17.0,179200.0
1186,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1274.0,GasA,Y,1274.0,1274.0,2.0,3,6.0,0.0,0,Attchd,2,2.0,508.0,98.0,None,New,2.0,0.0,203000.0
1187,20,RL,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7.0,Hip,CompShg,VinylSd,VinylSd,Stone,3,PConc,4,1689.0,GasA,Y,1689.0,1689.0,2.0,3,7.0,0.0,0,Attchd,2,3.0,954.0,56.0,None,New,0.0,0.0,248328.0
1188,20,RL,Pave,None,HLS,Corner,Timber,Norm,Norm,1Fam,1Story,9.0,Gable,CompShg,CemntBd,CmentBd,BrkFace,4,PConc,5,1641.0,GasA,Y,1641.0,1641.0,2.0,4,7.0,0.0,0,Attchd,3,3.0,885.0,95.0,None,WD ,1.0,1.0,316500.0
1189,50,RL,Pave,None,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,7.0,Gable,CompShg,BrkFace,Plywood,None,2,CBlock,3,570.0,GasA,Y,617.0,1079.0,1.0,2,5.0,1.0,4,Attchd,1,1.0,249.0,0.0,None,WD ,60.0,58.0,125600.0
1190,20,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,984.0,GasA,Y,984.0,984.0,1.0,1,5.0,0.0,0,Detchd,1,1.0,308.0,0.0,None,WD ,49.0,49.0,110000.0
1191,30,RM,Pave,None,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4.0,Hip,CompShg,MetalSd,MetalSd,None,2,PConc,3,960.0,GasA,Y,960.0,960.0,1.0,1,5.0,0.0,0,Detchd,1,1.0,308.0,0.0,None,WD ,87.0,57.0,108500.0
1192,20,C (all),Grvl,None,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,1,CBlock,3,540.0,GasA,N,1044.0,1044.0,1.0,1,4.0,0.0,0,Basment,1,2.0,504.0,0.0,Shed,WD ,58.0,58.0,55993.0
1193,50,RM,Pave,None,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,VinylSd,VinylSd,None,2,BrkTil,3,1027.0,GasA,Y,1027.0,1633.0,1.0,3,7.0,1.0,4,Detchd,1,1.0,240.0,100.0,None,WD ,62.0,1.0,129000.0
1194,20,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,4,1112.0,GasA,Y,1137.0,1137.0,2.0,3,5.0,1.0,3,Attchd,1,2.0,551.0,0.0,None,WD ,19.0,19.0,176000.0
1195,20,RL,Pave,None,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1380.0,GasA,Y,1380.0,1380.0,1.0,2,6.0,0.0,0,Attchd,1,1.0,364.0,0.0,None,WD ,46.0,46.0,154000.0
1197,120,RM,Pave,None,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,5.0,Gable,CompShg,CemntBd,CmentBd,None,2,PConc,4,1142.0,GasA,Y,1142.0,1142.0,1.0,2,6.0,1.0,1,Attchd,3,2.0,528.0,90.0,None,WD ,31.0,31.0,134000.0
1198,20,RL,Pave,None,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,WdShing,Wd Shng,None,2,CBlock,3,1202.0,GasA,Y,2158.0,2158.0,2.0,3,7.0,1.0,4,Attchd,1,2.0,576.0,29.0,None,WD ,57.0,6.0,243000.0
1199,20,RL,Pave,None,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,8.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1616.0,GasA,Y,1629.0,1629.0,2.0,3,9.0,1.0,4,Attchd,3,3.0,808.0,252.0,None,WD ,5.0,4.0,270000.0
1200,20,RL,Pave,None,Bnk,Corner,Mitchel,Norm,Norm,1Fam,1Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,2,PConc,3,1084.0,GasA,Y,1080.0,1080.0,1.0,2,5.0,0.0,0,Attchd,1,2.0,484.0,0.0,None,WD ,24.0,24.0,134000.0
1201,60,RL,Pave,None,Low,Inside,NoRidge,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,PConc,4,1347.0,GasA,Y,1372.0,2646.0,2.0,3,9.0,1.0,3,Attchd,2,3.0,656.0,60.0,None,WD ,16.0,16.0,260000.0
1202,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,738.0,GasA,Y,738.0,1491.0,2.0,3,7.0,1.0,4,Attchd,2,2.0,484.0,30.0,None,WD ,1.0,1.0,168675.0
1203,80,RL,Pave,None,Lvl,CulDSac,Gilbert,Norm,Norm,1Fam,SLvl,6.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,2,PConc,4,392.0,GasA,Y,924.0,1694.0,2.0,2,7.0,1.0,3,BuiltIn,3,2.0,398.0,64.0,None,WD ,13.0,13.0,160000.0
1204,50,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,Gable,CompShg,Wd Sdng,HdBoard,None,2,BrkTil,2,684.0,GasA,Y,684.0,1080.0,1.0,3,5.0,0.0,0,None,0,0.0,0.0,165.0,None,WD ,118.0,12.0,95000.0
1205,60,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,704.0,GasA,Y,704.0,1422.0,2.0,3,7.0,1.0,4,Attchd,3,2.0,440.0,28.0,None,WD ,4.0,3.0,173000.0
1206,20,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1293.0,GasA,Y,1301.0,1301.0,2.0,3,5.0,1.0,4,Attchd,2,2.0,572.0,121.0,None,New,0.0,0.0,187750.0
1207,60,RL,Pave,None,Lvl,CulDSac,NWAmes,Norm,Norm,1Fam,2Story,7.0,Gable,CompShg,Plywood,Plywood,BrkFace,2,CBlock,4,791.0,GasA,Y,1236.0,2093.0,2.0,2,7.0,1.0,3,Attchd,3,2.0,542.0,63.0,None,WD ,22.0,17.0,215000.0
1208,20,RL,Pave,None,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,2,CBlock,3,1073.0,GasA,Y,1073.0,1073.0,1.0,2,6.0,0.0,0,Attchd,2,1.0,270.0,90.0,None,WD ,41.0,41.0,120000.0
1209,20,RL,Pave,None,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,PConc,4,1494.0,GasA,Y,1506.0,1506.0,2.0,3,7.0,1.0,4,Attchd,2,2.0,672.0,35.0,None,WD ,2.0,1.0,249000.0
1210,20,RL,Pave,None,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,2,CBlock,3,1334.0,GasA,Y,1334.0,1334.0,2.0,2,7.0,0.0,0,Attchd,2,2.0,477.0,20.0,None,WD ,39.0,39.0,164500.0
1211,120,RM,Pave,None,Lvl,Inside,GrnHill,Norm,Norm,TwnhsE,1Story,7.0,Gable,CompShg,BrkFace,Wd Sdng,None,3,CBlock,0,0.0,GasA,Y,1295.0,1295.0,2.0,3,5.0,0.0,0,Attchd,2,1.0,312.0,0.0,None,WD ,20.0,20.0,230000.0
1212,70,RM,Pave,None,Lvl,Corner,OldTown,Feedr,Norm,1Fam,2Story,7.0,Gable,CompShg,Wd Sdng,Wd Shng,None,2,BrkTil,3,672.0,GasA,N,672.0,1344.0,1.0,3,6.0,1.0,4,Attchd,1,2.0,456.0,0.0,None,WD ,78.0,17.0,140000.0
1213,20,RL,Pave,None,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5.0,Gable,CompShg,MetalSd,MetalSd,None,2,CBlock,3,732.0,GasA,Y,732.0,732.0,1.0,2,4.0,0.0,0,Detchd,1,1.0,240.0,68.0,None,WD ,57.0,57.0,118900.0
1214,20,RL,Pave,None,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8.0,Gable,CompShg,VinylSd,VinylSd,None,3,PConc,4,1468.0,GasA,Y,1468.0,1468.0,2.0,3,6.0,1.0,4,Attchd,2,3.0,904.0,142.0,None,WD ,1.0,1.0,239900.0
